Statement,Label,subject
Residential property taxes [in Providence] are up nearly 27 percent under Mayor Taveras.,FALSE,"city-budget,job-accomplishments,campaign-advertising,taxes"
"Assault weapons and handguns are allowed in the state Capitol while bullhorns, trumpets, helium balloons and flags on poles are banned.",TRUE,guns
Teachers are working their third consecutive year -- some longer than that -- without salary increases.,FALSE,education
The highest paid employee of the State of Rhode Island is a basketball coach.,TRUE,"education,sports,state-budget"
I don't have lobbyists running my campaign.,FALSE,ethics
"Expanding Medicaid would require borrowing more money, drastically expanding our deficit.",TRUE,"debt,deficit,federal-budget,health-care,medicaid"
"After (Jeb) Bushs two terms in office, Floridas graduation rate was dead last and remains near the bottom.",TRUE,education
Farming is one of the fastest growing areas of our economy.,FALSE,"agriculture,economy"
Weve seen the increase of alcohol use for underage kids even though alcohol has been illegal ... for kids under 21.,FALSE,"Alcohol,drugs,marijuana"
"If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan, that would have delayed my treatment.",FALSE,health-care
The proposed Keystone XL oil pipeline is a bipartisan proposal.,TRUE,"bipartisanship,climate-change,environment"
On support for gay marriage.,TRUE,gays-and-lesbians
Says Mitt Romney just gave a speech a few weeks ago and said we should still have troops in Iraq.,TRUE,"debates,iraq,military"
Says David Dewhurst explicitly advocated a guest worker program for all illegal immigrants.,TRUE,"immigration,workers"
A Republican proposal changes Medicare for those under age 55 so that they will participate in the same kind of health plan that members of Congress do.,FALSE,"corrections-and-updates,federal-budget,health-care,medicare,abc-news-week"
Says the Affordable Care Act was a federal takeover of the student loan industry and profits on the loans go to help pay for the health care law.,FALSE,"corrections-and-updates,education,federal-budget,health-care"
Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.' ,FALSE,candidates-biography
Much more than 50 percentof parents out there are spankers.,TRUE,families
Wisconsin is one of the highest taxed states in the nation.,TRUE,taxes
"Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.",FALSE,"candidates-biography,economy,message-machine"
Says Michelle Obama has 43 people on her staff; Nancy Reagan had just 3.,FALSE,"deficit,federal-budget,pundits"
Says Rick Perry doubled spending in a decade.,FALSE,"state-budget,state-finances"
"Texas still owns all of its public lands. If the federal govt wants to create a park, they must ask permission!",TRUE,"history,recreation,states"
The 9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority.,FALSE,supreme-court
"Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals.",FALSE,"health-care,medicare,privacy,public-health"
The projected $1.8 billion state budget shortfall for 2015-17 actually comes from an assumption based on zero growth. That just doesnt happen.,FALSE,"state-budget,state-finances"
"Says if we do nothing and continue to let Obamacare siphon off that $700 billion dollars off the top of it, Medicare goes away in less than 10 years -- certain accounts of it -- and it just falls apart at the seams.",FALSE,"health-care,medicare"
"Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling F-16s and advanced weapons to the folks who harbored Osama bin Laden.",FALSE,terrorism
Says Donald Trump doesnt make a thing in America.,FALSE,job-accomplishments
Why is President Obama unnecessarily delaying your flight? FAA could cut other spending.,FALSE,federal-budget
"John Cornyn has voted to increase the debt, raise taxes, bail out Wall Street banks and fund Obamacare.",TRUE,"corrections-and-updates,debt,financial-regulation,health-care,taxes"
Washington politicians run Social Security like a Ponzi scheme.,FALSE,"message-machine,social-security"
"Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his costly campaign.",TRUE,"campaign-finance,state-finances,taxes"
"Ever wonder why no one ever came forward from Obamas past, saying they knew him, attended school with him, was his friend, etc.? Not one person has ever come forward from his past.",FALSE,candidates-biography
California has the sixth largest economy on planet Earth.,TRUE,"economy,housing"
"Barack Obama's plan calls for ""mandates and fines for small businesses.""",FALSE,health-care
Says area near proposed northern Wisconsin iron ore mine is 15 hours away from where public hearing on mining was held.,FALSE,"environment,government-regulation"
Our credit rating went up since Ive been in office.,FALSE,"corrections-and-updates,financial-regulation,state-finances"
African-American children are 500 percent more likely to die from asthma than white kids.,TRUE,"children,diversity,health-care,public-health"
U.S. police killed more people in just one month than the U.K.s did in over a century.,FALSE,guns
The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.,TRUE,"baseball,corporations,economy,state-finances,voting-record"
When we've got CEOs making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.,TRUE,economy
Says 11 soccer players on the U.S. Mens National Team are immigrants.,FALSE,"immigration,sports"
The president by executive order could grant voting rights to illegal immigrants who are newly legalized under pending legislation.,FALSE,"elections,immigration,legal-issues"
Rob Portman won the fewest votes of all Ohio U. S. Senate victors since 2000.,TRUE,"elections,campaign-advertising"
Says U.S. Senate candidate Michelle Nunn was handpicked by President Barack Obama,TRUE,"bipartisanship,elections"
China owns about 29 percent of (the U.S.) debt.,FALSE,china
"Chris Sununu supported Obamas Common Core agenda, taking away local control of our schools.",FALSE,"education,voting-record"
(President Barack Obama) said unemployment was never gonna go over 8 percent if we passed the stimulus plan.,FALSE,stimulus
Gwinnett County government has made significant cutbacks in staffing.,TRUE,"county-budget,taxes"
"Says the Constitution specifically states the Congress shall write legislation for immigration policy, so Barack Obama lacks the authority to defer the deportation of young illegal immigrants.",TRUE,"immigration,legal-issues"
Crime rises in communities with casinos.,TRUE,"crime,gambling"
Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.,TRUE,taxes
A space shuttle the National Museum of the United States Air Force near Dayton would be within a days drive of 60 percent of the U.S. population.,TRUE,"space,tourism"
It isnt me cutting the budget. Its the Congressdecision on sequestration. So it isnt secretary of defense or the president doing this.,TRUE,"debt,federal-budget,military"
"Arizona schools rank 45th in the nation, dead last in funding per student.",TRUE,education
Rhode Island is at the top of the country for alcohol-related fatalities.,TRUE,crime
"Maj. Nidal Hasan, the man accused of the Fort Hood shootings, ""was an ADVISOR to the Obama Administration.""",FALSE,"military,terrorism"
Florida has the second-lowest (campaign) contribution limit in the entire country.,FALSE,campaign-finance
"As CEO of WWE, Linda McMahon was caught tipping off a ringside physician about a federal investigation into illegally distributing steroids to wrestlers.",TRUE,"candidates-biography,message-machine"
"We have, right now, Hezbollah, which is working throughout Latin America, in Venezuela, in Mexico, throughout Latin America, which poses a very significant and imminent threat to the United States of America.",FALSE,"foreign-policy,terrorism"
Says taking millionaires off food stamps and unemployment would save $20 million.,TRUE,"deficit,federal-budget,jobs,taxes"
"The last six polls, including this week's Time magazine, show that I beat John McCain by six or seven points.",TRUE,elections
"David Beckhams proposed soccer stadium at Miamis Port threatens the 207,000 jobs and $27 billion economic impact tied to the cargo and cruise industries.",FALSE,"county-government,jobs,recreation,sports"
"If we pass immigration reform, it will make wages go up on average $250 for the average household.",FALSE,immigration
"Says that when President Bill Clinton raised the top tax rates to levels now proposed by Obama, the country experienced significant job growth.",TRUE,"deficit,jobs,taxes"
Scott Walker gave Wisconsin job creation money to his cronies: corporate friends who contributed to his campaigns and got $570 million in job-development incentives,FALSE,"campaign-finance,economy,elections"
"Due to actions by President Barack Obama, the Burger King national headquarters announced this month that they will be pulling their franchises from our military bases.",FALSE,"corporations,government-regulation,jobs,military"
Scott Walker has a plan to privatize state lands and wants to sell our deer to the highest bidder.,FALSE,recreation
The United States had allies lined up for air strikes in Syria and then Obama pulled the rug out.,TRUE,terrorism
We saw the president of the United States engage American troops in a fourth conflict in a foreign land. This is historic.,FALSE,"history,military"
Says hes signed a pledge not to raise taxes four times.,TRUE,taxes
Unemployment in Texas has risen over two percentage points with Rick Perry as governor.,TRUE,"economy,jobs"
"(U.S. Reps.) Paul Ryan, Sean Duffy and Reid Ribble are shutting down town hall meetings, or making their constituents pay to attend them.",FALSE,medicare
"Rick Perry thinks injecting 11- and 12-year-old girls with a controversial drug (the HPV vaccine), without a parents consent, is a good idea.",FALSE,"children,message-machine"
A 2005 gay pride vote had nothing to do with discrimination.,FALSE,gays-and-lesbians
"The Republicans still want to privatize (Social Security). In fact, their whole idea is to turn over the Social Security trust fund to Wall Street.",FALSE,social-security
"On the night of the Iowa caucuses, Obama promised the nation that he would do health care reform focused on cost containment, he opposed an individual mandate, and he said he was going to do it with Republicans.",TRUE,health-care
Says Florida rubber-stamped phony horse racing.,TRUE,"gambling,market-regulation"
"One of the key things about Leonard Lance is that in 2008, when you look at [the] Project Vote Smart website, he was not for guns. Now he has gone too far to the right, saying that you can carry concealed weapons in national parks.",FALSE,"candidates-biography,guns"
Says she helped lead the launch of curbside recycling.,TRUE,"city-government,environment"
"Barack Obama ""wants the government to take over health care, spend hundreds of billions of dollars of new money for health insurance for everyone.""",FALSE,health-care
We have 25 million Americans out of work.,TRUE,"economy,jobs"
"The national debt increased $16,000 every secondGeorge Allen served in theU.S. Senate.",TRUE,"deficit,federal-budget"
"Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown.",TRUE,"criminal-justice,state-finances"
Guantanamo Bay detainees will get the H1N1 vaccine.,TRUE,"health-care,pundits,terrorism"
"On whether he would vote for the budget proposed by Rep. Paul Ryan, R-Wis.",FALSE,"deficit,federal-budget,medicare"
Women in Ohio earn on average 77 cents for every dollar earned by a man.,TRUE,"jobs,women,workers"
Hillary Clinton and her campaign of 2008 startedthe birther controversy.,FALSE,obama-birth-certificate
The average taxpayer will see the equivalent of a 2 percent pay raise as a result of low fuel prices.,TRUE,"gas-prices,income"
Says Bill Nelson voted to cut $700 billion out of Medicare to pay for Obamacare.,FALSE,medicare
"Says U.S. Rep. John Barrow, D-Ga., celebrates gun ownership even in the face of school shootings.",FALSE,guns
"Schoolchildren across the nation ""will be forced to watch the president justify his plans for government-run health care, banks, and automobile companies, increasing taxes on those who create jobs, and racking up more debt than any other president.""",FALSE,education
Wisconsin employers have repeatedly said in surveys that our anti-business litigation climate is one of the most important factors affecting their expansion decisions.,FALSE,"jobs,legal-issues,small-business"
On abortion,TRUE,"abortion,candidates-biography"
The Pasco County budget has doubled in the past three years.,FALSE,county-budget
"The fact is, in the past year we have had more tax cuts than almost any time in our nation's history.",TRUE,"federal-budget,health-care,stimulus,taxes"
"Says a new state report confirms that red-light cameras lead to more accidents, more injuries and greater cost.",TRUE,transportation
"Only seven of 18 federal food assistance programs have been associated with positive health and nutrition outcomes, while the remaining 11 have not been effective.",TRUE,"federal-budget,government-efficiency"
Republicans enacted the most drastic cuts to K-12 public schools of any state in the nation.,FALSE,"education,state-budget"
Just look at what the FBI director said about her (Hillary Clinton) her misconduct is a disgrace and embarrassment to our country.,FALSE,"candidates-biography,criminal-justice,job-accomplishments,legal-issues,campaign-advertising,public-service,technology"
"When his grandfather arrived in the United States, there were no government benefits for immigrants.",FALSE,welfare
Says rejecting federal aid to expand Medicaid in Texas will send $9 billion in federal taxes paid by Texans to other states to insure their working poor.,FALSE,"health-care,medicaid,taxes"
Big oil's filling John McCain's campaign with $2-million in contributions.,TRUE,ethics
"We have over 700,000 illegal immigrants in the state. Theyre costing us billions of dollars and theyre taking legal residents jobs.",TRUE,immigration
"A third of all the young people in America are not in America today because of abortion, because one in three pregnancies end in abortion.",FALSE,"abortion,health-care,social-security"
Says Mitt Romneys plan makes catastrophic cuts to education.,TRUE,"education,message-machine-2012"
On same-sex marriage.,FALSE,"gays-and-lesbians,marriage"
"According to the most recent jobs report, weve got more Americans leaving the workforce than we have finding jobs.",TRUE,"economy,jobs"
Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.,TRUE,foreign-policy
Former Atlanta Public Schools Superintendent Beverly Hall left the school district significantly better than she found it.,FALSE,education
Says that the federal gas tax has not been raised since 1993.,TRUE,"infrastructure,jobs,taxes,transportation"
"In my home state, nearly one in five Floridians live in poverty.",TRUE,poverty
"Ninety-four percent of the bills that pass the Senate have no debate, no vote, no amendments, no reading of the bill, no online disclosure.",FALSE,"government-efficiency,transparency"
"Since last years address, more than 10,000 jobs created -- many on the high end of the employment scale.",TRUE,jobs
David Perdue proposes rolling back the clock on womens health care.,TRUE,health-care
52 jobs have been saved or created in Florida's 34th Congressional District.,FALSE,"economy,stimulus"
Says Scott Walkers bad budget includes: No weekend for workers.,FALSE,"jobs,labor,unions"
SaysPresident Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington.,FALSE,health-care
"Since 9/11, right-wing extremists (incl anti-abortion, anti-gov) have killed more Americans than Islamic extremists.",TRUE,"islam,terrorism"
Millions of people have given up looking for work altogether.,TRUE,economy
"Under Hillary Clinton, State Department officials were sending official thank-yous to people who gave to the Clinton Foundation.",FALSE,"corrections-and-updates,foreign-policy"
"Says Bill Clinton signed a law very similar to, and Barack Obama voted for a law something like, Indianas Religious Freedom Restoration Act.",TRUE,"civil-rights,gays-and-lesbians,legal-issues,religion,supreme-court"
"Says the United States is the only nation that affords citizenship to anyone born here, whether you are here legally or illegally.",FALSE,immigration
"Mary Burkes record: 130,000 fewer jobs.",FALSE,"economy,job-accomplishments,jobs"
"Says she would bring 186,740 new jobs to Wisconsin and Donald Trump would cost Wisconsin 61,050 jobs.",TRUE,"economy,jobs,taxes"
Says Planned Parenthood provides about 140 visits for prenatal care in each state.,FALSE,health-care
"Says that in 41 states, government workers are better paid than the taxpayers who support them.",FALSE,"state-budget,states,workers"
We are imprisoning or giving jail sentences to young people who are smoking marijuana.,FALSE,"criminal-justice,drugs,legal-issues,marijuana"
"500,000 people have signed up for #Obamacare.",TRUE,"health-care,medicaid"
The number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015.,TRUE,immigration
The economy began its nose dive when Democrats took control of Congress in January 2007.,FALSE,economy
Says Russ Feingold cut Medicare by $523 billion.,FALSE,"federal-budget,medicare,message-machine"
Bin Laden had declared war against Pakistan.,TRUE,"foreign-policy,military,terrorism"
No family earns too much to qualify for Oregon Healthy Kids program.,TRUE,"children,health-care"
"Says that in Curry County, if you make a 911 call youre likely to wait for an hour for a response.",TRUE,"county-budget,county-government,public-safety,state-budget,taxes"
"Says when he was governor, most of the Democrats voted for his billion-dollar property-tax cuts, but U.S. Senate rival Tammy Baldwin voted against it.",FALSE,"state-budget,taxes,voting-record"
"When Tallahassee politicians and bureaucrats tried to run our schools, Ive stood up to them to protect local control.",TRUE,"children,education,florida,message-machine"
John McCain said last year he didn't know of a solution to the mortgage crisis.,TRUE,"economy,housing"
One Wisconsin school district is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time.,TRUE,"education,pundits,state-budget"
"Mitt Romney is tearing down his 3,000-square-foot house to build an 11,000-square-foot house.",TRUE,"candidates-biography,message-machine-2012"
"Jeff Weems legal record is one of defending BP, Enron and just about every big oil company against the working man.",TRUE,"candidates-biography,energy"
Our crime rate continues to plummet.,TRUE,crime
If you sell your house after 2012 you will pay a 3.8 percent sales tax on it.,FALSE,"economy,health-care,housing,income,retirement,taxes"
The NRA supported background checks...,TRUE,guns
A tax plan promoted by North Carolina Senate candidate Thom Tillis will overwhelmingly benefit the wealthy.,TRUE,"state-budget,state-finances,taxes,welfare"
"Prior to 1962, everybody prayed before school started, and the Bible was the principal textbook in all schools.",FALSE,"religion,supreme-court"
"A DeKalb sewer project will create up to 4,000 direct jobs per year at peak production, many of which will be set aside exclusively for DeKalb residents.",TRUE,water
"Romney said ""'No' to in-state tuition"" for illegal immigrants.",TRUE,immigration
"You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion.",TRUE,"abortion,health-care"
"Twenty percent of single adults, ages 21 to 25 with no kids, are not working or even in school trying to find a job.",FALSE,"children,education,federal-budget,jobs,poverty,taxes"
On torture.,TRUE,military
Says drug cartels are using social media to offer rebates so more children from Central America get smuggled to the United States.,FALSE,"children,corrections-and-updates,crime,immigration"
President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries.,FALSE,"health-care,medicaid,medicare,taxes"
Says Danny Tarkanian is NRA FRated.,TRUE,guns
The United States stopped plans to build a missile defense shield in Eastern Europe as a gift to Russia.,TRUE,foreign-policy
"Says Steve Kagen promised us jobs, voting for the $787 billion stimulus. Cost: another 77,000 jobs lost.",FALSE,"jobs,message-machine,stimulus"
On delaying a health care mandate on business.,TRUE,"health-care,jobs"
Georgias civil forfeiture laws are among the worst in the country and the very worst in the South.,TRUE,"criminal-justice,legal-issues"
"Gas prices have gone up 99 percent since Obama became president, the highest gas price increase since Carter.",FALSE,"economy,energy,gas-prices"
Romney would turn Medicare into a voucher program.,TRUE,"debates,medicare"
"A report just came out that if we continue with President Obamas policies, were looking at over 9 percent unemployment next year in the fourth quarter.",FALSE,"economy,federal-budget,jobs"
Forty-six states have a line-item veto for the governor.,TRUE,government-efficiency
On the way the federal government should spend Floridas rejected high-speed rail money.,FALSE,"economy,federal-budget,taxes,transportation"
"According to (Barack) Obamas newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government, which is then used as justification for gun confiscation.",FALSE,"guns,health-care,privacy"
Mike Huckabee raised taxes on dog groomers!,TRUE,taxes
Says Jeb Bush happens to be where a majority of Republican voters areon giving legal status to illegal immigrants.,TRUE,immigration
Massachusetts has less than 1 percent of our kids that are uninsured. You (Gov. Perry) have a million kids uninsured in Texas.,TRUE,"health-care,new-hampshire-2012,states"
Graduation and third-grade reading scores are up in the state since I took office.,TRUE,education
"At nearly 19 million people, the population of Florida is larger than all the earlier primary and caucus states combined.",TRUE,"diversity,elections"
"For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.",FALSE,"education,state-budget"
75 percent of the (air traffic control) towers the Obama Administration is closing are located in Republican Congressional Districts.,FALSE,"federal-budget,transportation"
"Says Apple products are currently 90 percent conflict-free, and Intel is 100 percent conflict-free.",FALSE,"corporations,human-rights,technology"
"Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.",TRUE,"corrections-and-updates,foreign-policy,history,military"
"Says he has a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.",FALSE,"candidates-biography,financial-regulation,taxes"
The federal government could save $500 million annually by circulating $1 coins instead of $1 bills.,TRUE,"economy,federal-budget"
"During the (housing) crisis, Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns.",TRUE,"candidates-biography,ethics"
"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",TRUE,"candidates-biography,health-care"
Says the federal government restricts how much salt we can put on our food.,FALSE,food-safety
"During the lead-up to the American Revolutionary War, some guy in Boston got his head blown off because he tried to secretly raise the tax on tea.",FALSE,"economy,history"
Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed.,TRUE,"after-the-fact,civil-rights,criminal-justice,public-safety,transparency"
"The wages of about 60,562 state and local government employees would be affected if the minimum wage is increased to $10.10 in Georgia, for a combined cost to taxpayers of more than $164 million annually.",TRUE,economy
"It doesn't make sense ""historically"" to drop out because the 1968 race was still competitive when ""Bobby Kennedy was assassinated in June in California.""",FALSE,elections
Says he couldnt keep a 42-inch redfish he caught because of fishing rules.,TRUE,oil-spill
"Says opponent Kathie Tovo believes that Austin invests too much in the cops, firefighters and paramedics that protect our families and neighborhoods.",TRUE,"city-budget,city-government,public-safety"
"Newt Gingrich was fined $300,000 for ethics violations.",TRUE,"candidates-biography,corrections-and-updates,ethics,message-machine-2012"
"The entirety of North America -- Canada, the United States and Mexico -- theres more known reserves in those three countries than in Russia and Saudi Arabia.",FALSE,energy
On the accuracy of state jobs numbers.,FALSE,jobs
Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country.,TRUE,health-care
Roy Barnes proclaimed Mexican workers good for Georgia.,TRUE,"economy,immigration"
Says India gained jobs thanks to Romney.,TRUE,"candidates-biography,economy,message-machine-2012"
Only 20 percent of Americans admit to being Republicans anymore.,TRUE,elections
"Its costing every American who is insured $1,100 to pick up the cost of uncompensated care that goes on at the emergency room.",FALSE,health-care
The No. 1 cause of death for African-American males15-34 is murder.,TRUE,"crime,criminal-justice"
The United States has the highest incarceration rate in the world.,TRUE,"crime,criminal-justice"
The national debt is on track to double during Obamas presidency.,TRUE,"debt,deficit,federal-budget"
I've traveled the country advocating for the FairTax ...,FALSE,taxes
"Says under Mitt Romney, Massachusetts was 47th in job creation.",TRUE,jobs
Says Deborah Ross supports the Iran nuclear deal and the ransom it paid for hostages.,TRUE,"corrections-and-updates,foreign-policy,nuclear,states"
Says Ron Johnson has essentially done nothing to fight heroin addiction and opioid abuse.,FALSE,"candidates-biography,drugs,homeland-security,immigration"
"Virginia was named best managed state, best state for business and best state toraise a child while I was governor.",TRUE,"children,economy,education,elections,small-business"
The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax.,FALSE,"candidates-biography,history,income,campaign-advertising,taxes,wealth"
Says U.S. House candidate Carlos Curbelo supported raising flood insurance rates.,FALSE,"federal-budget,natural-disasters,water,weather"
Says some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.,FALSE,"abortion,crime"
"For middle-class families under the Baucus plan, 13 percent of what they make could be deducted directly from their paychecks . . . the so-called Max Tax.",TRUE,"health-care,pundits,taxes"
The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house.,TRUE,elections
Says unemployment tripled in Dane County due to Kathleen Falks tax policies,TRUE,"county-budget,county-government,economy,job-accomplishments,jobs"
"Rhode Islands voter identification law was pushed by a black Democrat in the House, a black Democrat in the Senate. Thats a fact.",TRUE,"elections,pundits"
"Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.",TRUE,candidates-biography
"President Obama has increased the federal workforce 192,000 individuals -- about 10 percent since hes taken office -- while weve lost 2 million jobs.",TRUE,federal-budget
"Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare.",TRUE,"health-care,medicare"
We borrow money from the Chinese to buy oil from the Saudis.,TRUE,energy
"Obamacare will provide coverage for abortions, despite the presidents commitment that it would not.",TRUE,abortion
Handel endorsed gay adoption in 2003 when she was running for chairwoman of the Fulton County Commission.,FALSE,gays-and-lesbians
I did not support the war in Iraq The record shows that Im right.,FALSE,"candidates-biography,foreign-policy,history,iraq"
Wendy Davis is the most popular politician in Texas.,FALSE,polls
President Barack Obama met with Iranian president Hassan Rouhani.,FALSE,"foreign-policy,military,nuclear,terrorism"
"The church Barack Obama belongs to has a ""nonnegotiable commitment to Africa.""",TRUE,religion
Says he voted to remove Common Core from our schools.,FALSE,education
Terry McAuliffe has threatened to shut down Virginias government if his budget plan isnt supported.,FALSE,"bipartisanship,medicaid,state-budget"
"After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.",TRUE,"economy,jobs"
At least 10 ISIS fighters have been caught coming across the Mexican border in Texas and there are dozens more that did not get caught by the Border Patrol.,FALSE,terrorism
Less than half of jobs at the Carrier manufacturing plant in Indiana are actually staying.,TRUE,"jobs,state-finances"
"Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.",TRUE,taxes
Says Majority Leader Eric Cantor called for abolishing Social Security and Medicare.,FALSE,"federal-budget,medicare,social-security"
I never said that Muslims would be subject to profiling under his policies.,FALSE,"diversity,homeland-security,legal-issues,religion"
The majority of teams (are) now spending their dollars on the offensive side of the football.,TRUE,sports
"Members of Congress ""have not reduced their salaries ... since the Great Depression,"" meaning they've gone ""eight decades without a pay cut.""",TRUE,"federal-budget,government-efficiency"
Says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class.,FALSE,taxes
"Last week Senator Obama's running mate said, get this, 'Raising taxes is patriotic.' ",FALSE,taxes
"Today, American companies have nearly $2 trillion sitting on their balance sheets.",TRUE,"corporations,jobs"
"Says 31 percent of Texas physicians accept all new Medicaid patients, down from 67 percent in 2000.",TRUE,medicaid
Says Planned Parenthood CEO Cecile Richards was forced to concede that 86 percent of Planned Parenthoods revenue is from abortion.,FALSE,abortion
Georgia spends fewer tourism advertising dollars than any other state in the South.,TRUE,"state-budget,tourism"
Obama admits he is not a citizen.,FALSE,"candidates-biography,obama-birth-certificate"
"Under Lee Fisher Ohio has lost nearly 400,000 jobs.",TRUE,"economy,job-accomplishments,message-machine"
The name Frank has risen in popularity by 20 percent since the debut of House of Cardson Netflix.,FALSE,pop-culture
Slavery is still allowable under Wisconsin law as long as its a punishment for a crime.,TRUE,"criminal-justice,legal-issues"
President Barack Obama has the power to stop deportation for all undocumented immigrants in this country.,FALSE,immigration
Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,TRUE,"labor,unions"
Says some Georgians can get health insurance for $105 a month.,TRUE,health-care
"Says 1,000 World War II veterans die every day.",TRUE,veterans
"Federal officials declared that grant funds could be used only for Milwaukees streetcar project, meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools.",TRUE,"city-government,infrastructure,transportation"
"The John McCain Twitter account has more than 1.1 million followers. The official White House Twitter account has only about 830,000.",TRUE,"pop-culture,pundits"
Ohios Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011.,TRUE,abortion
Says President Obamas deal allows Iran to produce a nuclear weapon.,FALSE,"foreign-policy,nuclear"
"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""",FALSE,"economy,stimulus"
Thomas Jefferson expressed strong support for a balanced budget amendment in 1798.,TRUE,"deficit,federal-budget,history"
"Says Marco Rubio went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action.",TRUE,immigration
"Under President Obama, U.S. security funding for Israel is at an all-time high.",TRUE,"foreign-policy,israel,military"
Says state Rep. Sandy Pasch did nothing to stop people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.,FALSE,state-budget
The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.,TRUE,"economy,income,taxes,wealth"
"When the United States ""first created the federal income tax, frankly, nobody below a million dollars a year paid anything.""",FALSE,"history,taxes"
Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.,TRUE,labor
"Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then, You took it out of your book.",FALSE,health-care
Says Gov. John Kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash.,FALSE,"campaign-finance,workers"
We have over 300 state agencies. Forty-five of those agencies are related to health care.,FALSE,health-care
"Says Rep. Bruce Braley, D-Iowa, missed 79 percent of veterans affairs committee hearings.",TRUE,"congress,veterans"
NASCAR endorsed Trump,TRUE,"candidates-biography,sports"
Abraham Lincoln visited and some say even danced in (the Ohio Senate) chamber.,TRUE,history
The premiums on Medicares prescription drug program have fallen almost every year since it began.,FALSE,"health-care,medicare"
"When Mitt Romney was governor of Massachusetts, he stood in front of a coal plant and pointed at it and said, This plant kills.",TRUE,"debates,energy"
"The Central Falls School system spent $100,000 on a time clock.",FALSE,"city-budget,education,government-efficiency"
"As the CEO of eBay, ""Whitman started a separate division that only sells porn.""",TRUE,"ethics,message-machine"
"If the mayor were really serious about supporting Phillys schoolchildren and handling our citys looming fiscal crisis, he could begin by slashing the size of his own administration, which is already 45 percent larger than his predecessors and 40 percent more costly.",TRUE,"city-budget,city-government"
The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.,TRUE,"economy,income,retirement,social-security,wealth"
75 percent of the jobs created in the state of Ohio are created in small business. They are not created by huge corporations and those who are very wealthy.,TRUE,"economy,jobs,small-business"
Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue.,FALSE,education
Says Donald Trumps Make America Great Againhats were made in China.,FALSE,china
On changing the rules governing judicial conflicts of interest,TRUE,"campaign-finance,legal-issues"
No other Northeastern state has passed a photo ID law,TRUE,elections
